tweet_id,author_id,created_at,text,intent,low_confidence,topic_confidence,pred_intent,pred_confidence,history_volume,history_replied,history_reply_rate,avg_reply_hours,history_sufficient,intent_prevalence,has_precedent,route,route_reason
1000981,356980,Sun Sep 17 16:55:20 +0000 2017,so many quiz have ppl take part inbut i never saw the winner list4amazonpay be it fake contest amazonpayappquiz,customer_service,True,0.0027502840082176,customer_service,0.5545774,1,1,1.0,1.2277777777777779,False,0.38434498775971376,True,assist,unclear_intent
1000988,356983,Sat Oct 14 18:04:36 +0000 2017,do thank you just wait on it to be deliver today now,delivery_issue,False,0.0637472627486929,delivery_issue,0.8140021,16,11,0.6875,0.1899242424242424,True,0.2077396271420501,True,assist,needs_judgment
1000992,356983,Sat Oct 14 21:21:46 +0000 2017,second call be just make turn out it be never resent out today like promise get very upset,delivery_issue,False,0.020241374232,delivery_issue,0.67075294,16,11,0.6875,0.1899242424242424,True,0.2077396271420501,True,assist,needs_judgment
1001001,356983,Sun Oct 15 12:22:53 +0000 2017,i have hear nothing over night or response from logistics i want another one sent immediately to arrive today enragedface this be rediculous,delivery_issue,False,0.0176909618325776,delivery_issue,0.47010034,16,11,0.6875,0.1899242424242424,True,0.2077396271420501,True,assist,needs_judgment
1001004,161904,Sat Oct 14 14:28:13 +0000 2017,do please request for help,appreciation,False,0.101740779972213,appreciation,0.52724683,17,14,0.8235294117647058,0.6134259259259259,True,0.14126545728453957,True,auto,acknowledge_and_close
1001018,356984,Sat Oct 14 13:52:54 +0000 2017,yes and this be not get resolve on twitter so stop bothering will take up with the appropriate forum where you can do your explain,appreciation,True,0.0078466583021236,appreciation,0.63069546,5,4,0.8,0.20333333333333334,True,0.14126545728453957,True,auto,acknowledge_and_close
1001054,356992,Sat Oct 14 15:29:30 +0000 2017,play u dot understand anything let see how u handle this issue,customer_service,True,0.0154817713990783,appreciation,0.50044346,8,5,0.625,0.4669444444444445,True,0.14126545728453957,True,auto,acknowledge_and_close
1001057,356992,Sun Oct 15 05:08:36 +0000 2017,i do n't want replacement ply refund my money u r ting pin from me n it prove replacmnt same day he u expect me to it another pin,customer_service,False,0.0195049174577327,customer_service,0.68072695,8,5,0.625,0.4669444444444445,True,0.38434498775971376,True,assist,needs_judgment
1001058,356992,Sun Oct 15 05:09:33 +0000 2017,i dnt hv spare phn so please refund my money i make a mistake buying phn from amazon iwill mk sure not to repeate that mistake in future,customer_service,False,0.0247522315132415,customer_service,0.9169735,8,5,0.625,0.4669444444444445,True,0.38434498775971376,True,assist,needs_judgment
1001075,356996,Sat Oct 14 13:18:35 +0000 2017,thank you i have do so,appreciation,False,0.1097787175625826,appreciation,0.9927291,2,1,0.5,0.49194444444444446,False,0.14126545728453957,True,auto,acknowledge_and_close
1001088,356999,Tue Oct 24 14:48:32 +0000 2017,your u office have already extend help you can keep sit,appreciation,False,0.0507888835817965,appreciation,0.50056297,27,13,0.48148148148148145,0.3165079365079365,True,0.14126545728453957,True,auto,acknowledge_and_close
1001094,357000,Sun Oct 22 17:28:24 +0000 2017,contact and mail also sentresponse awaitedpls do needful urgently,customer_service,False,0.0163064601902788,email_contact,0.8896505,1,1,1.0,0.1511111111111111,False,0.1355847090578118,True,assist,insufficient_history
1001961,357175,Sun Oct 22 17:48:01 +0000 2017,amazonindia worstcustomercare pathetic worst experience this be what you call prime delivery,delivery_issue,False,0.0286418251901735,customer_service,0.6855911,2,2,1.0,0.1323611111111111,False,0.38434498775971376,True,assist,insufficient_history
1001964,357176,Sun Oct 22 18:51:22 +0000 2017,bummer would be a great feature for amazon fresh,customer_service,False,0.0250936380278137,customer_service,0.9396438,1,0,0.0,,False,0.38434498775971376,True,assist,insufficient_history
1001970,357178,Sun Oct 22 17:54:00 +0000 2017,why reply period if you be send me to amazon to do this myself thinkingface,email_contact,False,0.0541987755547682,email_contact,0.91977304,2,1,0.5,0.07194444444444445,False,0.1355847090578118,True,assist,insufficient_history
1001975,357179,Sun Oct 22 19:18:43 +0000 2017,the tracking show the courier could not find my address which be absolute rubbish this have never happen before,delivery_issue,True,0.0064566396077972,delivery_issue,0.5934219,1,1,1.0,0.5652777777777778,False,0.2077396271420501,True,assist,unclear_intent
1001979,357180,Sun Oct 22 17:45:46 +0000 2017,just the regular website i kind of expect kindle unlimited to appear in the dropdown filter,customer_service,True,0.0072807023082281,appreciation,0.4960135,3,2,0.6666666666666666,0.2222222222222222,True,0.14126545728453957,True,auto,acknowledge_and_close
1001980,357180,Sun Oct 22 17:39:37 +0000 2017,be there a way to search just kindle unlimited book i can not seem to find a filter other than kindle then hunt,customer_service,True,0.0071475759862956,appreciation,0.6759131,3,2,0.6666666666666666,0.2222222222222222,True,0.14126545728453957,True,auto,acknowledge_and_close
1002195,353580,Sun Oct 22 14:44:34 +0000 2017,so how come i can not watch on my phone use my amazon information a give get a subscription thru amazon,customer_service,False,0.0628752298623596,customer_service,0.8973507,3,3,1.0,0.1801851851851852,True,0.38434498775971376,True,auto,consistent_resolution_history
1002204,202476,Sun Oct 22 14:27:23 +0000 2017,send a replacement sit idea a month after order deliver disguise a new order now blurt not pick up the pig,order_status,False,0.0705088964439438,order_status,0.9107479,1,1,1.0,0.2936111111111111,False,0.13106521875588475,True,assist,insufficient_history
1002547,161902,Sat Oct 14 13:03:15 +0000 2017,it be not an issue just an observation,customer_service,False,0.0164523237634543,appreciation,0.52975446,6,3,0.5,,True,0.14126545728453957,True,auto,acknowledge_and_close
1002580,118356,Sat Oct 14 13:55:12 +0000 2017,i have fill that formhoping to hear from ur side,customer_service,True,0.0120642568271647,customer_service,0.9101047,26,23,0.8846153846153846,0.4662847222222222,True,0.38434498775971376,True,assist,unclear_intent
1002585,118356,Sun Oct 15 11:07:41 +0000 2017,i need a resolution from your side today itself,delivery_issue,False,0.0281457722982362,delivery_issue,0.41609564,26,23,0.8846153846153846,0.4662847222222222,True,0.2077396271420501,True,auto,consistent_resolution_history
1002617,357323,Sat Oct 14 12:48:08 +0000 2017,there be no cancel order tab in my app how can i return the item for the refund when i have not at all receive it,order_status,False,0.09076648843223,order_status,0.9474846,4,3,0.75,0.13361111111111112,True,0.13106521875588475,True,auto,routine_intent_history
1002891,185185,Sun Oct 22 15:15:36 +0000 2017,i do not understand i be not ask for express delivery it be a normal delivery per the seller,delivery_issue,False,0.0398792597330565,delivery_issue,0.6434064,3,3,1.0,0.533425925925926,True,0.2077396271420501,True,auto,consistent_resolution_history
1002901,357390,Sun Oct 22 15:04:36 +0000 2017,i love you so much you have the best customer service ever,customer_service,False,0.0579330072193861,customer_service,0.98493606,1,1,1.0,0.04805555555555555,False,0.38434498775971376,True,assist,insufficient_history
1002921,219466,Sun Oct 22 15:21:02 +0000 2017,it be because i buy a uk kindle book it reset everything i have link to my echo absolutely everything sort it now,customer_service,True,0.0108696005436139,appreciation,0.69776046,4,4,1.0,0.20298611111111112,True,0.14126545728453957,True,auto,acknowledge_and_close
1002922,219466,Sun Oct 22 14:56:16 +0000 2017,what an absolute farce alexa forget all my smarthome link so i have have to redo them alexa be not even show a online thinkingface,email_contact,True,0.0055642054685908,appreciation,0.6325471,4,4,1.0,0.20298611111111112,True,0.14126545728453957,True,auto,acknowledge_and_close
1003597,263195,Sat Oct 14 13:24:55 +0000 2017,thank you i will do do not know what to do about it so thank for the link smilingface,appreciation,False,0.078150368217855,appreciation,0.96454275,3,1,0.3333333333333333,,True,0.14126545728453957,True,auto,acknowledge_and_close
1003613,357551,Sat Oct 14 12:35:11 +0000 2017,such a pathetic service i have ever experience in my tenure with amazonescalation team disconnect my callwithout a courtesy,customer_service,False,0.0313053838900171,customer_service,0.9806502,3,2,0.6666666666666666,0.38,True,0.38434498775971376,True,assist,needs_judgment
1003620,357552,Mon Oct 16 08:57:13 +0000 2017,it be more than day and no come be not provide by amazon u r such a lie,customer_service,False,0.0407696006323002,delivery_issue,0.48248348,9,9,1.0,0.6338333333333332,True,0.2077396271420501,True,auto,consistent_resolution_history
1003637,357555,Sun Oct 22 15:20:53 +0000 2017,pixel with amazon app windows pc with google chrome browser different window pc with m edge browser,customer_service,True,0.0137607618308377,customer_service,0.65994036,1,1,1.0,0.051944444444444446,False,0.38434498775971376,True,assist,unclear_intent
1003674,357564,Sun Oct 22 17:53:31 +0000 2017,i hv use the option that u suggest in last tweet but it do not solve my problem i contact time by phone and mail,customer_service,False,0.0479087125644178,customer_service,0.6286595,4,4,1.0,0.28625,True,0.38434498775971376,True,auto,consistent_resolution_history
1003675,357564,Sun Oct 22 14:57:46 +0000 2017,please track the package with track no 211178196277i get sms time for successfully delivery but hvnt receive product,delivery_issue,False,0.0250867109032875,delivery_issue,0.49496445,4,4,1.0,0.28625,True,0.2077396271420501,True,auto,consistent_resolution_history
1003677,357564,Mon Oct 23 05:53:53 +0000 2017,a suggest i have fill the form and submit it,email_contact,True,0.0046653184637712,appreciation,0.64864904,4,4,1.0,0.28625,True,0.14126545728453957,True,auto,acknowledge_and_close
1003701,313372,Sat Oct 14 13:06:43 +0000 2017,i be try to exchange my moto c plus but be be not in the list,appreciation,True,0.006274136406848,customer_service,0.47386572,5,3,0.6,0.12388888888888888,True,0.38434498775971376,True,assist,unclear_intent
1003720,317639,Sun Oct 15 06:59:07 +0000 2017,still face the same issue very surprised to see there no tat for a company like but you still run offer on recharge,customer_service,True,0.0148989681278655,customer_service,0.8465681,5,4,0.8,0.27319444444444446,True,0.38434498775971376,True,assist,unclear_intent
1003721,317639,Sun Oct 15 07:00:18 +0000 2017,if you unable to solve please guide on how to withdraw balance from amazon pay,customer_service,False,0.0304785066698794,customer_service,0.9696935,5,4,0.8,0.27319444444444446,True,0.38434498775971376,True,auto,consistent_resolution_history
1004386,149443,Sun Oct 22 15:44:13 +0000 2017,one be already a replacement my question be why do amazon send book without protective packaging,email_contact,False,0.0314548400791693,email_contact,0.367155,2,1,0.5,0.06444444444444444,False,0.1355847090578118,True,assist,insufficient_history
1004387,149443,Sun Oct 22 15:35:08 +0000 2017,why do you not send book in protective packaging i just receive book from you all scratch and with other damage,email_contact,False,0.042577759705681,email_contact,0.44941872,2,1,0.5,0.06444444444444444,False,0.1355847090578118,True,assist,insufficient_history
1004511,357762,Sat Nov 25 17:27:44 +0000 2017,yes i report just after receive the package,email_contact,False,0.036856517103717,delivery_issue,0.47055417,3,1,0.3333333333333333,0.2544444444444444,True,0.2077396271420501,True,assist,needs_judgment
1004512,357762,Sat Nov 25 17:30:44 +0000 2017,want to know that my complaint register or not,customer_service,False,0.0224483937966631,customer_service,0.74643457,3,1,0.3333333333333333,0.2544444444444444,True,0.38434498775971376,True,assist,needs_judgment
1004533,357766,Sat Nov 25 17:03:48 +0000 2017,i order something that be suppose to be here yesterday and it never show up,order_status,False,0.0940809345697709,order_status,0.82726103,5,5,1.0,0.1086111111111111,True,0.13106521875588475,True,auto,routine_intent_history
1004544,313580,Sat Nov 25 17:11:22 +0000 2017,quando si parla di socialcustomercare che funziona coccola i suoi clienti anche su twitter lostatefacendobene smilingfacewithsmilingeyes thumbsuplightskintone thumbsuplightskintone thumbsuplightskintone,appreciation,True,0.0026534067647126,appreciation,0.84654564,2,2,1.0,0.11666666666666667,False,0.14126545728453957,True,auto,acknowledge_and_close
1004606,268872,Sat Nov 25 17:20:38 +0000 2017,be that anything to do with that i be usually a couk customer be there a way i can spend my gift card voucher in the couk store,customer_service,False,0.0192248484224684,customer_service,0.88928026,8,7,0.875,0.08837962962962963,True,0.38434498775971376,True,auto,consistent_resolution_history
1004607,268872,Sat Nov 25 19:48:35 +0000 2017,all of the item i have select be on prime why can i select a locker com,delivery_issue,True,0.0114007572546154,order_status,0.45071575,8,7,0.875,0.08837962962962963,True,0.13106521875588475,True,assist,unclear_intent
1004615,268872,Sat Nov 25 20:08:44 +0000 2017,i be just not see the option for a locker whatsoever and i have really scrutinize the item they be all on prime and all sizeweight eligible all i be get be option for my uk address,customer_service,True,0.0145442158775347,order_status,0.3493609,8,7,0.875,0.08837962962962963,True,0.13106521875588475,True,assist,unclear_intent
1004667,357795,Sat Nov 25 16:41:09 +0000 2017,the saga of my screwedup letter from wish rock print version of the book product page continue now the book be available in two color and the number of unrelated review have double,customer_service,True,0.0097637518172658,customer_service,0.45577404,6,5,0.8333333333333334,0.0936111111111111,True,0.38434498775971376,True,assist,unclear_intent
1005036,357880,Sat Oct 14 22:33:06 +0000 2017,why can not you guy add an area for reference so it show up on my cc statement,customer_service,True,0.0069713557945468,customer_service,0.6326605,2,1,0.5,0.5297222222222222,False,0.38434498775971376,True,assist,unclear_intent
1005037,357880,Sat Oct 14 12:57:13 +0000 2017,there be a way for me to add a reference name or number to my purchasesi buy for home and workneed to be able to reference,customer_service,True,0.0099653204918076,customer_service,0.5460563,2,1,0.5,0.5297222222222222,False,0.38434498775971376,True,assist,unclear_intent
1005065,357888,Sat Oct 14 14:09:39 +0000 2017,thank u i have read how concustomers cheat amazon of lakh by fraud claim of receive empty box hope my suggestion help,appreciation,False,0.0616686116329769,appreciation,0.5554504,1,1,1.0,0.7816666666666666,False,0.14126545728453957,True,auto,acknowledge_and_close
1005077,357889,Sat Oct 14 14:08:52 +0000 2017,i speak to your executive on the helpline hour back amp they assure delivery guy will call it i be still wait for a call,delivery_issue,False,0.0282951612772465,delivery_issue,0.4525967,1,1,1.0,0.5008333333333334,False,0.2077396271420501,True,assist,insufficient_history
1005108,353496,Mon Oct 16 07:27:48 +0000 2017,i think ur business hour be do,customer_service,False,0.0162130284361369,customer_service,0.85129964,10,7,0.7,0.3164285714285714,True,0.38434498775971376,True,auto,consistent_resolution_history
1005110,353496,Mon Oct 16 09:32:14 +0000 2017,finally receive the product but it be of no use for me a i ve to gift it to someone else anyway thanks unamusedface,appreciation,False,0.0359696618350532,customer_service,0.40067872,10,7,0.7,0.3164285714285714,True,0.38434498775971376,True,auto,consistent_resolution_history
1005123,357898,Sat Oct 14 12:48:30 +0000 2017,i still do not understand that fact that i already pay for prime but they want me to pay again for unlimited screw that noise,customer_service,False,0.0184500766044475,customer_service,0.856941,1,1,1.0,,False,0.38434498775971376,True,assist,insufficient_history
1005136,357902,Sat Oct 14 16:51:19 +0000 2017,ok thank you i appreciate the help,appreciation,False,0.1269588181849455,appreciation,0.9889677,3,1,0.3333333333333333,0.7316666666666667,True,0.14126545728453957,True,auto,acknowledge_and_close
1005157,181482,Sat Oct 14 13:03:06 +0000 2017,while exchange the phone what thing need to be give do i need to return the box of the phone also,customer_service,False,0.0254470839199546,customer_service,0.7425085,3,2,0.6666666666666666,0.5487500000000001,True,0.38434498775971376,True,assist,needs_judgment
1005959,354427,Sun Oct 22 20:24:23 +0000 2017,i have dismantle my old desk and have nothing else suitable to put my pa on i be a copyeditor and my job be pa base this be a nightmare,customer_service,True,0.0014814842945242,appreciation,0.4967979,7,4,0.5714285714285714,0.11722222222222223,True,0.14126545728453957,True,auto,acknowledge_and_close
1005968,358096,Sun Oct 22 19:51:38 +0000 2017,because your policy but what annoy me more be ur rep attitude which be prove to be a constant,customer_service,True,0.0081330384608536,customer_service,0.9455897,26,17,0.6538461538461539,0.19460317460317458,True,0.38434498775971376,True,assist,unclear_intent
1005985,358096,Sat Oct 28 12:08:49 +0000 2017,you see not a single word,customer_service,True,0.0025767905354881,customer_service,0.6731225,26,17,0.6538461538461539,0.19460317460317458,True,0.38434498775971376,True,assist,unclear_intent
1005987,358096,Sun Oct 29 15:00:15 +0000 2017,private message pdt jenny sure i will just make an exception so you no longer need to return the defective device be there anything else,customer_service,True,0.0149982712673818,appreciation,0.27851018,26,17,0.6538461538461539,0.19460317460317458,True,0.14126545728453957,True,auto,acknowledge_and_close
1005988,358096,Thu Nov 02 22:44:30 +0000 2017,another problem with another unfulfilled promise and nobody caresgreat,customer_service,True,0.0132147792980856,customer_service,0.94088984,26,17,0.6538461538461539,0.19460317460317458,True,0.38434498775971376,True,assist,unclear_intent
1005992,358096,Fri Nov 03 02:23:13 +0000 2017,there u be hope u act and for the first time ever solve me a problem,customer_service,False,0.0351841629560719,customer_service,0.7040238,26,17,0.6538461538461539,0.19460317460317458,True,0.38434498775971376,True,assist,needs_judgment
1006001,358097,Sun Oct 22 19:40:38 +0000 2017,in kalyan we have service center both r say we do not look memory card ply give me address where should i go,customer_service,False,0.0177590466376659,customer_service,0.41213232,1,1,1.0,0.03944444444444444,False,0.38434498775971376,True,assist,insufficient_history
1006004,358098,Sun Oct 22 19:44:24 +0000 2017,i get an email say itll be deliver nov 9th10th or nov 23rd24th,email_contact,False,0.0519219534781284,delivery_issue,0.6921233,1,1,1.0,0.49333333333333335,False,0.2077396271420501,True,assist,insufficient_history
1006015,357024,Sun Oct 22 19:27:09 +0000 2017,just connect with nivedita she assure me for a resolution as soon a she will get this pick up never face such issue in past,customer_service,False,0.0202646449322113,customer_service,0.55954677,2,1,0.5,,False,0.38434498775971376,True,assist,insufficient_history
1006022,358102,Sun Oct 22 19:23:25 +0000 2017,check all mail folder and notification it be simply remove silently from an active order with no mention,order_status,False,0.0387711418201578,email_contact,0.607501,2,2,1.0,0.28555555555555556,False,0.1355847090578118,True,assist,insufficient_history
1006027,358103,Sun Oct 22 19:59:09 +0000 2017,it spend a long time in a po box i could not get to so the return window be already close any chance of an exception,customer_service,False,0.022323938686789,customer_service,0.6633486,1,1,1.0,0.2063888888888889,False,0.38434498775971376,True,assist,insufficient_history
1006055,358108,Sun Oct 22 19:48:24 +0000 2017,no all be check my yr old have be sit in the hall wait all day and have now go to bed distraught his special parcel be not here,delivery_issue,False,0.021121977616122,delivery_issue,0.76625514,4,1,0.25,0.20444444444444446,False,0.2077396271420501,True,assist,insufficient_history
1006584,358193,Tue Oct 17 00:42:10 +0000 2017,someone from customer service actually email me yesterday thank you so much,email_contact,False,0.0652698952816641,customer_service,0.45061353,2,2,1.0,0.3254166666666667,False,0.38434498775971376,True,assist,insufficient_history
1006585,358193,Sat Oct 14 13:22:21 +0000 2017,when your have a bad day and then this happen confoundedface,delivery_issue,False,0.0251609488521647,customer_service,0.6357392,2,2,1.0,0.3254166666666667,False,0.38434498775971376,True,assist,insufficient_history
1006598,358194,Sat Oct 14 14:25:24 +0000 2017,nope this be all i receive,email_contact,False,0.0380871884413302,email_contact,0.9527245,1,0,0.0,,False,0.1355847090578118,True,assist,insufficient_history
1006601,238165,Sat Oct 14 13:06:17 +0000 2017,i be be charge twice for the same book rentalwhat do i need to do to fix this,customer_service,True,0.0133371002026734,customer_service,0.45425978,4,4,1.0,0.3067361111111111,True,0.38434498775971376,True,assist,unclear_intent
1006624,297351,Sat Oct 14 13:48:58 +0000 2017,may be ur policy differs from customer to customer grab money of those who pay in advance and do not charge cod customer cheat,customer_service,False,0.0579087288662918,customer_service,0.9952003,26,17,0.6538461538461539,0.3890972222222222,True,0.38434498775971376,True,assist,needs_judgment
1007017,171648,Sun Oct 22 20:03:27 +0000 2017,where be the link,email_contact,False,0.0276942308255307,email_contact,0.7283276,26,19,0.7307692307692307,0.5739316239316239,True,0.1355847090578118,True,auto,routine_intent_history
1007022,358301,Sun Oct 22 19:58:07 +0000 2017,just that it should be here bye the,customer_service,True,0.0084078240880335,appreciation,0.66842693,3,3,1.0,0.4663888888888889,True,0.14126545728453957,True,auto,acknowledge_and_close
1007034,358303,Sun Oct 22 20:05:01 +0000 2017,soooooooooooooo it have to be worth of addon item so it can not be say of addon item and of a regular item right,delivery_issue,False,0.0164367227167485,order_status,0.5795485,12,8,0.6666666666666666,0.10604166666666667,True,0.13106521875588475,True,auto,routine_intent_history
1007042,358303,Sun Oct 22 18:39:34 +0000 2017,well lem me try that now,appreciation,True,0.0073900687315705,customer_service,0.6309429,12,8,0.6666666666666666,0.10604166666666667,True,0.38434498775971376,True,assist,unclear_intent
1007045,358303,Sun Oct 22 18:19:31 +0000 2017,or maybe i can only see the continue shop button because it a subtle hint to buy more stuff haha,customer_service,True,0.0068885114900666,customer_service,0.6834711,12,8,0.6666666666666666,0.10604166666666667,True,0.38434498775971376,True,assist,unclear_intent
1007549,358422,Sat Oct 14 13:24:06 +0000 2017,hey what be i suppose to do about this,delivery_issue,True,0.0108892594790166,delivery_issue,0.7394574,1,1,1.0,0.3908333333333333,False,0.2077396271420501,True,assist,unclear_intent
1007731,358467,Sun Oct 22 21:58:43 +0000 2017,for my first order yes hour leave to have it deliver by lol crunch time,order_status,False,0.0573081201147491,delivery_issue,0.6455734,1,1,1.0,0.18083333333333335,False,0.2077396271420501,True,assist,insufficient_history
1007770,358475,Sun Oct 22 19:42:39 +0000 2017,a package supposedly already in transit be magically delay for day when i ask why unprompted the agent cancel the order and refund,order_status,False,0.0551170653507283,order_status,0.68894124,6,4,0.6666666666666666,0.41625,True,0.13106521875588475,True,auto,routine_intent_history
1007772,358475,Sun Oct 22 20:48:47 +0000 2017,respond to the agent i get the same response a originally twice more,appreciation,True,0.0083448957485978,email_contact,0.4162838,6,4,0.6666666666666666,0.41625,True,0.1355847090578118,True,assist,unclear_intent
1008482,358640,Thu Oct 26 06:53:40 +0000 2017,how long do a simple investigation will take i need an explaination n a relief within his hereof fail which i we take legal action,customer_service,True,0.0082552992732251,customer_service,0.61461884,6,6,1.0,0.21675925925925923,True,0.38434498775971376,True,assist,unclear_intent
1008484,358640,Fri Oct 27 12:14:35 +0000 2017,this be a simple case please offer the solution or i will be force to file a consumer complaint,customer_service,True,0.0104303469791011,customer_service,0.76610076,6,6,1.0,0.21675925925925923,True,0.38434498775971376,True,assist,unclear_intent
1008487,358640,Fri Oct 27 20:56:22 +0000 2017,it be never deliver to me infact your executive have accept that the delivery be not do i need a resolution as soon as possible,delivery_issue,False,0.0304514775358716,delivery_issue,0.3664319,6,6,1.0,0.21675925925925923,True,0.2077396271420501,True,auto,consistent_resolution_history
1008499,358641,Sun Oct 22 20:22:37 +0000 2017,my item be damage during shipping because it be mail in a bubble envelope how will you help me,appreciation,False,0.0379407981011993,order_status,0.42319292,1,1,1.0,0.03611111111111111,False,0.13106521875588475,True,assist,insufficient_history
1008501,358642,Sun Oct 22 20:37:21 +0000 2017,that begin a dialogue with c i pay for amazon prime to get certain item quickly and our lie about attempt,customer_service,False,0.0256206589798011,customer_service,0.51245826,3,2,0.6666666666666666,0.10763888888888888,True,0.38434498775971376,True,assist,needs_judgment
1008894,358200,Sat Oct 14 13:24:51 +0000 2017,order no be guarantee delivery after wait for whole day i get know it wont b deliver today,delivery_issue,False,0.0842674497244522,delivery_issue,0.85334885,1,1,1.0,0.8125,False,0.2077396271420501,True,assist,insufficient_history
1008915,171449,Sat Oct 14 14:17:02 +0000 2017,no all it say on the label be a gift from amazon,customer_service,False,0.0358484090477272,customer_service,0.65829664,7,7,1.0,0.12361111111111112,True,0.38434498775971376,True,auto,consistent_resolution_history
1008923,352082,Sat Oct 14 14:00:29 +0000 2017,not sure about be thief but unethical yes,delivery_issue,True,0.0047528631450618,delivery_issue,0.25027204,4,2,0.5,0.2986111111111111,True,0.2077396271420501,True,assist,low_prediction_confidence
1009205,344471,Mon Oct 23 02:56:27 +0000 2017,i do not think that it be a solution i will consider it a denial of service from your side,customer_service,False,0.02610685302375,customer_service,0.87573135,22,15,0.6818181818181818,0.2787222222222222,True,0.38434498775971376,True,assist,needs_judgment
1009206,344471,Mon Oct 23 08:50:34 +0000 2017,just speak with your representative and find him rude which be silly and never expect this from the professional like u,customer_service,True,0.0128074879365674,customer_service,0.5267132,22,15,0.6818181818181818,0.2787222222222222,True,0.38434498775971376,True,assist,unclear_intent
1009210,344471,Mon Oct 23 09:16:25 +0000 2017,there be nothing to provide just look into this and do wherever you promise that be it,customer_service,False,0.0209134862964934,customer_service,0.47770122,22,15,0.6818181818181818,0.2787222222222222,True,0.38434498775971376,True,assist,needs_judgment
1009226,358805,Sun Oct 22 20:49:14 +0000 2017,amazon be the delivery service,customer_service,False,0.101595408724717,customer_service,0.7329363,1,1,1.0,0.11277777777777778,False,0.38434498775971376,True,assist,insufficient_history
1009230,358806,Sun Oct 22 22:44:33 +0000 2017,the product work though the collector value be go because of poor ship it be inexcusable,customer_service,True,0.013155804361882,customer_service,0.7678518,2,2,1.0,0.2997222222222222,False,0.38434498775971376,True,assist,unclear_intent
1009231,358806,Sun Oct 22 20:21:58 +0000 2017,honestly though consider the order be not only late by two day it it be package in a bubble wrap envelope ridiculous,order_status,False,0.0335415967449032,delivery_issue,0.6008176,2,2,1.0,0.2997222222222222,False,0.2077396271420501,True,assist,insufficient_history
1009244,327556,Sun Oct 22 20:25:29 +0000 2017,wonder when slobberknocker by jim ross be ship in the uk release thursday but no update on dispatch date,delivery_issue,False,0.01929193868604,delivery_issue,0.78131396,1,1,1.0,0.12861111111111112,False,0.2077396271420501,True,assist,insufficient_history
1010018,358987,Sun Oct 22 20:59:48 +0000 2017,just send a direct message with video both,email_contact,False,0.0831575399023612,email_contact,0.9629257,1,0,0.0,,False,0.1355847090578118,True,assist,insufficient_history
