tweet_id,author_id,text,created_at,topic_id,topic_confidence,intent,low_confidence
1008484,358640,this be a simple case please offer the solution or i will be force to file a consumer complaint,Fri Oct 27 12:14:35 +0000 2017,1,0.010430346979101179,customer_service,True
1008487,358640,it be never deliver to me infact your executive have accept that the delivery be not do i need a resolution as soon as possible,Fri Oct 27 20:56:22 +0000 2017,0,0.030451477535871612,delivery_issue,False
1008499,358641,my item be damage during shipping because it be mail in a bubble envelope how will you help me,Sun Oct 22 20:22:37 +0000 2017,4,0.03794079810119939,appreciation,False
1008501,358642,that begin a dialogue with c i pay for amazon prime to get certain item quickly and our lie about attempt,Sun Oct 22 20:37:21 +0000 2017,1,0.025620658979801196,customer_service,False
1008894,358200,order no be guarantee delivery after wait for whole day i get know it wont b deliver today,Sat Oct 14 13:24:51 +0000 2017,0,0.08426744972445221,delivery_issue,False
1008915,171449,no all it say on the label be a gift from amazon,Sat Oct 14 14:17:02 +0000 2017,1,0.035848409047727244,customer_service,False
1008923,352082,not sure about be thief but unethical yes,Sat Oct 14 14:00:29 +0000 2017,0,0.004752863145061858,delivery_issue,True
1009205,344471,i do not think that it be a solution i will consider it a denial of service from your side,Mon Oct 23 02:56:27 +0000 2017,1,0.026106853023750036,customer_service,False
1009206,344471,just speak with your representative and find him rude which be silly and never expect this from the professional like u,Mon Oct 23 08:50:34 +0000 2017,1,0.01280748793656746,customer_service,True
1009210,344471,there be nothing to provide just look into this and do wherever you promise that be it,Mon Oct 23 09:16:25 +0000 2017,1,0.02091348629649343,customer_service,False
1009226,358805,amazon be the delivery service,Sun Oct 22 20:49:14 +0000 2017,1,0.101595408724717,customer_service,False
1009230,358806,the product work though the collector value be go because of poor ship it be inexcusable,Sun Oct 22 22:44:33 +0000 2017,1,0.013155804361882076,customer_service,True
1009231,358806,honestly though consider the order be not only late by two day it it be package in a bubble wrap envelope ridiculous,Sun Oct 22 20:21:58 +0000 2017,2,0.03354159674490321,order_status,False
1009244,327556,wonder when slobberknocker by jim ross be ship in the uk release thursday but no update on dispatch date,Sun Oct 22 20:25:29 +0000 2017,0,0.01929193868604005,delivery_issue,False
1010018,358987,just send a direct message with video both,Sun Oct 22 20:59:48 +0000 2017,3,0.08315753990236127,email_contact,False
1010387,359084,i ask them to arrange for home delivery by call them thrice all effort waste not timely delivery thumbsdownlightskintone,Sat Oct 14 15:44:34 +0000 2017,0,0.030068168769398298,delivery_issue,False
1010389,359084,no purchase again from amazon thumbsdownlightskintone,Sat Oct 14 15:45:11 +0000 2017,1,0.03673348380627654,customer_service,False
1010408,359090,yes i be try to reroute package from a home that be lose in the sonoma county california fire,Sat Oct 14 17:54:14 +0000 2017,0,0.017180666923717804,delivery_issue,False
1010411,359090,fedex it seem to be fix but the process be awful we be question over and over and it be extremely frustrating,Mon Oct 16 13:24:41 +0000 2017,1,0.005379118879246238,customer_service,True
1010791,359187,ok let u hope this get here in time be burn several time from your delivery service,Sun Oct 22 20:59:54 +0000 2017,1,0.05607311025833524,customer_service,False
1011465,359320,it be be more than day but nothing happen,Sun Oct 22 21:30:07 +0000 2017,0,0.053803442437374165,delivery_issue,False
1011499,328640,which be impossible but a they do not understand what spf and dkim record be,Sun Oct 22 21:01:44 +0000 2017,1,0.0035838413819330806,customer_service,True
1011662,359368,another delivery that have arrive badly damage no choice but to return them notimpressed cc,Sat Oct 14 14:34:40 +0000 2017,0,0.021917069158795884,delivery_issue,False
1011669,359370,yes try a browser on phone and computer,Sat Oct 14 19:00:19 +0000 2017,1,0.011890395324618313,customer_service,True
1011670,359370,i get this message every time i relog in to cancel amazon prime i need to cancel by today,Sat Oct 14 14:33:02 +0000 2017,1,0.055757508018428645,customer_service,False
1011673,359370,when i try to use my phone,Sat Oct 14 19:16:22 +0000 2017,1,0.028974941370168986,customer_service,False
101203,138149,do and it be just as unhelpful a every other interaction with you,Thu Nov 30 17:09:39 +0000 2017,1,0.0070248090408810875,customer_service,True
101223,138150,i have no any special degree i have business idia only then please help how to join for only business idea,Thu Nov 30 17:05:58 +0000 2017,4,0.03102834224297762,appreciation,False
1012286,197543,i have do this day ago ive rang time and no one give a damn,Sun Oct 22 22:11:05 +0000 2017,0,0.019877029639688112,delivery_issue,False
1012307,359532,us already speak with your and their customer service and nothing can be do or any info provide hop for tomorrow,Sun Oct 22 18:27:59 +0000 2017,1,0.05172268038241249,customer_service,False
1012312,359533,i have still not receive my refund for return itemwhich suppose to b in my account by oct not the first time,Sun Oct 22 17:49:45 +0000 2017,1,0.046332547111464735,customer_service,False
1012782,359659,you have not give any confirmation for my complaint and be not receive call as well,Sat Oct 14 14:15:56 +0000 2017,3,0.03531430224426137,email_contact,False
1012802,359661,i be just send screen shot yesterday i call amazon and they tell that your package be about to reach at pune from bhiwandi,Sun Oct 15 01:51:28 +0000 2017,1,0.028150037902699085,customer_service,False
1012808,359662,thanku team smilingfacewithhearteyes heartwithribbon,Sat Oct 14 15:00:41 +0000 2017,1,0.005604917737567811,customer_service,True
1012830,359668,i pick up this item after when i go himself for this at where he say me phone delivery man refuse to give item at my home,Sat Oct 14 17:37:24 +0000 2017,0,0.04394909702935486,delivery_issue,False
1012839,337296,it be a way for alleged theives to have zero accountability surely sign my name be a fraudulent act i may ask the police,Sat Oct 14 14:59:45 +0000 2017,1,0.006651609311682013,customer_service,True
1012842,337296,be you need to talk to ow and fr follow each option available only thing leave be for your company to identify the courier you use,Sat Oct 14 15:57:06 +0000 2017,1,0.020232185445270296,customer_service,False
1012844,359670,there be no updates besides these two,Sat Oct 14 14:57:03 +0000 2017,0,0.00012786715115910941,delivery_issue,True
1012891,359681,contact your support team over phone time everytime they make comitments but none come for pickup it almost a month now,Thu Oct 19 06:08:44 +0000 2017,1,0.05304760342040215,customer_service,False
1012894,359681,my contact detail be send to you via link mention in your tweet but no one ccontacted me so far,Thu Oct 19 13:54:47 +0000 2017,3,0.046744757299138316,email_contact,False
1012898,359681,no bossi have not receive any mail please resend it or else please give me a call,Thu Oct 19 16:38:39 +0000 2017,3,0.041155700858751164,email_contact,False
1012926,359689,order 40535230270270732not get deliver due to wrongdoing of delivery personescalatedstill no delivery,Sat Oct 14 14:26:25 +0000 2017,0,0.0957045289255111,delivery_issue,False
1013030,340721,if you want more check my complaint,Sun Oct 22 18:30:57 +0000 2017,1,0.019942432929087584,customer_service,False
1013036,340721,nothing you all be same,Sun Oct 22 19:00:09 +0000 2017,0,0.0,delivery_issue,True
1013038,340721,same blame gamei do needful from my side pleaseeeeee check you mail before reply such thing,Sun Oct 22 19:14:32 +0000 2017,3,0.039928872162868334,email_contact,False
1013051,158578,if you could pass that on i would appreciate it i have also let your partner know in an effort to try and get this fixed as soon as possible,Sun Oct 22 18:06:56 +0000 2017,4,0.0135595056407214,appreciation,True
1013052,158578,land of the lustrous be miss episode on episode have no subtitle no subtitle on girl last tour episode,Sun Oct 22 18:05:25 +0000 2017,0,0.0011645932571145354,delivery_issue,True
1013055,60163,if you could read a tweet and think carefully about your response rather than reach for a template that would save u time c,Sun Oct 22 18:24:22 +0000 2017,1,0.0228530061640441,customer_service,False
1013056,60163,if do not accept delivery on a sunday why the heck do you offer guaranteed delivery there sort it out for goodness sake,Sun Oct 22 17:47:36 +0000 2017,0,0.029865287920127173,delivery_issue,False
1013060,60163,doddle close at so i arrive at be tell by staff that amazon order be not accept on a sunday so a wasted trip,Sun Oct 22 17:46:40 +0000 2017,2,0.037385548689282205,order_status,False
1013127,309028,how can i contact amazon please tell,Thu Oct 12 12:43:52 +0000 2017,1,0.09606237836108346,customer_service,False
1013749,359871,i find it my grandmother have hide it by accident please accept my most humble apology and thanks for the help,Sun Oct 22 19:21:38 +0000 2017,4,0.059662446802975035,appreciation,False
1013759,359873,thanks i be not promise that i can resist eat the haribo now i can not make cheese on toast cheesewedge rat i will not paint the glitter mermaid though,Sun Oct 22 18:43:35 +0000 2017,4,0.03436416571209449,appreciation,False
1013766,359876,be there xray feature in prime video app on lg webos smart tv if so how to access it,Sun Oct 22 18:25:32 +0000 2017,1,0.007331454961210844,customer_service,True
1013768,359877,usually when i purchase i get an email this time i do not purchase and no email,Sun Oct 22 18:53:00 +0000 2017,3,0.09972126651808413,email_contact,False
1013773,359877,be that i receive no noification and never really joined prime i expect a return of the money to my account,Tue Oct 24 01:02:45 +0000 2017,3,0.031928004425396804,email_contact,False
1013777,359877,find it and cancel in the meantime we think the card have be hack and get a new debit card,Tue Oct 24 01:10:08 +0000 2017,2,0.015319145103292964,order_status,True
1013782,359877,no free trial email be send,Tue Oct 24 01:39:52 +0000 2017,3,0.10747792963883777,email_contact,False
1013786,359877,no email be send tell me of membership when the cross be buy,Tue Oct 24 01:38:41 +0000 2017,3,0.0949842327639925,email_contact,False
1014170,359364,this purchase also have prime in the title because i have amazon prime when i buy it,Sat Oct 14 14:58:43 +0000 2017,1,0.042581142124120494,customer_service,False
1014221,359991,then i should have leave on account but i have zero a it turn out you use my credit card on unauthorized item and switch my fund,Sat Oct 14 15:13:53 +0000 2017,1,0.014335797918101056,customer_service,True
1014224,359991,yes and i figure out amazon customer service be the master of the run around,Sat Oct 14 15:25:51 +0000 2017,1,0.06508429690328235,customer_service,False
1014227,359991,i get zero answer a to why and no attempt of explanation,Sat Oct 14 15:34:54 +0000 2017,0,0.004394952970985852,delivery_issue,True
1014256,359996,no more be time well no more purchase from thanks for ur support with numerous lie,Mon Oct 16 18:50:50 +0000 2017,4,0.04202975293897105,appreciation,False
1014260,359997,i have amazon prime on my tv no fire stick or anything be there a way to get close caption on movie and tv show tia,Sat Oct 14 14:51:40 +0000 2017,1,0.023739273893749052,customer_service,False
1014263,359997,i be sorry to be a pain but i be just not see it after this i get the following screen,Sat Oct 14 16:09:14 +0000 2017,1,0.007092443732995364,customer_service,True
1014272,359998,i do in a prior tweet it say amzl u under carrier in the order information,Sat Oct 14 17:48:06 +0000 2017,2,0.047826096811121245,order_status,False
1014311,329198,i have share my issue several time in d feed back link provide by you no one have respond call customer care so many time,Sat Oct 14 15:08:21 +0000 2017,1,0.07879562361309259,customer_service,False
1014698,129772,of i sign up to amazon prime on amazon com will i be able to stream show on my firestick,Sun Oct 22 18:43:25 +0000 2017,1,0.04901934577893428,customer_service,False
1014702,360103,no i have talk complain over this issue but just assurance no action they be cheater that why i try to highlight this issue to u all,Sun Oct 22 18:59:12 +0000 2017,1,0.02514713345074547,customer_service,False
1014706,360103,i want to talk to senior who have the authority to take action,Sun Oct 22 19:12:48 +0000 2017,1,0.015573602616021552,customer_service,True
1014712,360103,what detail u call me i will tell u whole issue with proof,Mon Oct 23 08:50:06 +0000 2017,1,0.023498005073402054,customer_service,False
1014715,360103,u all be cheater,Mon Oct 23 09:01:20 +0000 2017,1,0.002066738194846942,customer_service,True
1014717,360103,u a liar never listen u just stick to your fake policy from link it allow me to text u from my account which i do time but nothing hap,Mon Oct 23 08:57:37 +0000 2017,1,0.027911181354673853,customer_service,False
1014719,360103,u aree all fake in term of public grievance,Mon Oct 23 10:58:52 +0000 2017,1,0.0033362246792546326,customer_service,True
1014720,360103,i share talk them they admit their fault ie they misbehave with me over phone call try to act local gunda it intolerable see u in court,Mon Oct 23 10:56:47 +0000 2017,1,0.012888562053020188,customer_service,True
1014721,360103,it be not so easy first intimidate me then admit fault u be so big name amazon and your courier guy give u threat call no waysee u legal,Mon Oct 23 10:58:19 +0000 2017,1,0.025592040409154953,customer_service,False
1014723,360103,what detail u liar your executive admit it and now who be u whole,Mon Oct 23 11:08:45 +0000 2017,1,0.0024200582661554402,customer_service,True
1014727,360103,u can not do nothing a i catch u do wrong to u u just wait my time,Tue Oct 24 09:14:24 +0000 2017,1,0.03570367350865407,customer_service,False
1014730,360103,hour go u do nothing i want suspension of these staff who do not train courier boy and manager abhishek vishal superviser h,Tue Oct 24 09:44:54 +0000 2017,1,0.010191279403358197,customer_service,True
1014731,360103,u do nothing a u all unite together u make u fool by your fake policy when caught u defend your self by say we be work nonsens,Tue Oct 24 09:47:29 +0000 2017,0,0.014417589972082943,delivery_issue,True
1014733,360103,akash from which number u call and at which number u call me,Tue Oct 24 15:47:58 +0000 2017,2,0.015980286882496645,order_status,True
1014736,360103,approve i call complain but no one revert me back they assure over phone call just latter on nothing be do,Tue Oct 24 10:14:21 +0000 2017,1,0.011187374741719942,customer_service,True
1014743,360103,day nothing action happen homeless,Tue Oct 24 15:54:13 +0000 2017,0,0.024188616731406452,delivery_issue,False
1014744,360103,no i want to make public to know what u be exactly,Tue Oct 24 15:54:13 +0000 2017,1,0.022147314487151182,customer_service,False
1014745,360103,who have call at which number akash these courier guy defend themselves a they catch do wrong thing with me,Tue Oct 24 15:54:29 +0000 2017,1,0.011912678479804607,customer_service,True
1014761,360103,it be a threat call he give me over call behave like ganda i want superviser suspension,Tue Oct 24 17:56:00 +0000 2017,1,0.00977042603175953,customer_service,True
1014763,360103,public must know your scam,Tue Oct 24 17:54:35 +0000 2017,1,0.0075700701327749385,customer_service,True
1014765,360103,they must be fire,Tue Oct 24 17:53:14 +0000 2017,0,0.0,delivery_issue,True
1014769,360103,your team waisting time,Tue Oct 24 18:19:26 +0000 2017,1,0.05987645717984081,customer_service,False
1014770,360103,it be a scam they harras u,Wed Oct 25 03:28:13 +0000 2017,3,0.0012632302163594553,email_contact,True
1014773,360103,now u be stop do anything a u do not reply,Wed Oct 25 14:26:04 +0000 2017,3,0.040586168756326375,email_contact,False
1014774,360103,public do not buy from amazon a their hire deliver agent misbehave give threat call and when complain be do amazon try to avoid it,Wed Oct 25 03:28:02 +0000 2017,1,0.03861821364419029,customer_service,False
